SID,ISO_TIME,LAT,LON,USA_WIND,USA_PRES,future_pressure_6h,future_wind_6h,future_lat_6h,future_lon_6h,pressure_trend,wind_trend
2016341N08092,2016-12-12 12:00:00,13.1,79.9,65.0,974.0,985.0,50.0,13.0,78.9,5.0,-8.0
2016341N08092,2016-12-12 15:00:00,13.1,79.4,58.0,980.0,995.0,40.0,13.0,78.4,6.0,-7.0
2016341N08092,2016-12-12 18:00:00,13.0,78.9,50.0,985.0,1005.0,30.0,13.0,77.8,5.0,-8.0
2016341N08092,2016-12-12 21:00:00,13.0,78.4,40.0,995.0,1005.0,28.0,13.0,77.4,10.0,-10.0
2016341N08092,2016-12-13 00:00:00,13.0,77.8,30.0,1005.0,1004.0,25.0,13.0,77.0,10.0,-10.0
2016341N08092,2016-12-13 03:00:00,13.0,77.4,28.0,1005.0,1004.0,25.0,13.0,76.5,0.0,-2.0
2016341N08092,2016-12-13 06:00:00,13.0,77.0,25.0,1004.0,1004.0,25.0,13.1,76.0,-1.0,-3.0
2016341N08092,2016-12-13 09:00:00,13.0,76.5,25.0,1004.0,1006.0,23.0,13.2,75.6,0.0,0.0
2016341N08092,2016-12-13 12:00:00,13.1,76.0,25.0,1004.0,1007.0,20.0,13.2,75.1,0.0,0.0
2016341N08092,2016-12-13 15:00:00,13.2,75.6,23.0,1006.0,1007.0,20.0,13.2,74.5,2.0,-2.0
2016341N08092,2016-12-13 18:00:00,13.2,75.1,20.0,1007.0,1007.0,20.0,13.2,74.0,1.0,-3.0
2016341N08092,2016-12-13 21:00:00,13.2,74.5,20.0,1007.0,1007.0,20.0,13.2,73.6,0.0,0.0
2016341N08092,2016-12-14 00:00:00,13.2,74.0,20.0,1007.0,1007.0,20.0,13.1,73.2,0.0,0.0
2016341N08092,2016-12-14 03:00:00,13.2,73.6,20.0,1007.0,1006.0,23.0,13.0,72.9,0.0,0.0
2016341N08092,2016-12-14 06:00:00,13.1,73.2,20.0,1007.0,1004.0,25.0,12.9,72.6,0.0,0.0
2016341N08092,2016-12-14 09:00:00,13.0,72.9,23.0,1006.0,1004.0,25.0,12.8,72.2,-1.0,3.0
2016341N08092,2016-12-14 12:00:00,12.9,72.6,25.0,1004.0,1004.0,25.0,12.6,71.8,-2.0,2.0
2016341N08092,2016-12-14 15:00:00,12.8,72.2,25.0,1004.0,1004.0,25.0,12.4,71.4,0.0,0.0
2016341N08092,2016-12-14 18:00:00,12.6,71.8,25.0,1004.0,1004.0,25.0,12.2,71.0,0.0,0.0
2016341N08092,2016-12-14 21:00:00,12.4,71.4,25.0,1004.0,1004.0,25.0,12.0,70.6,0.0,0.0
2016341N08092,2016-12-15 00:00:00,12.2,71.0,25.0,1004.0,1004.0,25.0,11.8,70.2,0.0,0.0
2016341N08092,2016-12-15 03:00:00,12.0,70.6,25.0,1004.0,1004.0,25.0,11.6,69.9,0.0,0.0
2016341N08092,2016-12-15 06:00:00,11.8,70.2,25.0,1004.0,1004.0,25.0,11.4,69.5,0.0,0.0
2016341N08092,2016-12-15 09:00:00,11.6,69.9,25.0,1004.0,1004.0,25.0,11.2,69.0,0.0,0.0
2016341N08092,2016-12-15 12:00:00,11.4,69.5,25.0,1004.0,1004.0,25.0,11.1,68.5,0.0,0.0
2016341N08092,2016-12-15 15:00:00,11.2,69.0,25.0,1004.0,1002.0,28.0,11.1,68.0,0.0,0.0
2016341N08092,2016-12-15 18:00:00,11.1,68.5,25.0,1004.0,1000.0,30.0,11.2,67.5,0.0,0.0
2016341N08092,2016-12-15 21:00:00,11.1,68.0,28.0,1002.0,1000.0,30.0,11.2,66.9,-2.0,3.0
2016341N08092,2016-12-16 00:00:00,11.2,67.5,30.0,1000.0,1000.0,30.0,11.2,66.4,-2.0,2.0
2016341N08092,2016-12-16 03:00:00,11.2,66.9,30.0,1000.0,1000.0,30.0,11.2,65.9,0.0,0.0
2016341N08092,2016-12-16 06:00:00,11.2,66.4,30.0,1000.0,1000.0,30.0,11.2,65.4,0.0,0.0
2016341N08092,2016-12-16 09:00:00,11.2,65.9,30.0,1000.0,1000.0,30.0,11.2,64.9,0.0,0.0
2016341N08092,2016-12-16 12:00:00,11.2,65.4,30.0,1000.0,1000.0,30.0,11.1,64.2,0.0,0.0
2016341N08092,2016-12-16 15:00:00,11.2,64.9,30.0,1000.0,1000.0,30.0,11.0,63.1,0.0,0.0
2016341N08092,2016-12-16 18:00:00,11.1,64.2,30.0,1000.0,1000.0,30.0,11.1,62.1,0.0,0.0
2016341N08092,2016-12-16 21:00:00,11.0,63.1,30.0,1000.0,1000.0,30.0,11.2,61.4,0.0,0.0
2016341N08092,2016-12-17 00:00:00,11.1,62.1,30.0,1000.0,1000.0,30.0,11.0,60.8,0.0,0.0
2016341N08092,2016-12-17 03:00:00,11.2,61.4,30.0,1000.0,1000.0,30.0,10.8,60.3,0.0,0.0
2016341N08092,2016-12-17 06:00:00,11.0,60.8,30.0,1000.0,1000.0,30.0,10.6,59.8,0.0,0.0
2016341N08092,2016-12-17 09:00:00,10.8,60.3,30.0,1000.0,998.0,33.0,10.2,59.1,0.0,0.0
2016341N08092,2016-12-17 12:00:00,10.6,59.8,30.0,1000.0,996.0,35.0,9.8,58.3,0.0,0.0
2016341N08092,2016-12-17 15:00:00,10.2,59.1,33.0,998.0,996.0,35.0,9.5,57.4,-2.0,3.0
2016341N08092,2016-12-17 18:00:00,9.8,58.3,35.0,996.0,996.0,35.0,9.4,56.8,-2.0,2.0
2016341N08092,2016-12-17 21:00:00,9.5,57.4,35.0,996.0,996.0,35.0,9.3,56.1,0.0,0.0
2016341N08092,2016-12-18 00:00:00,9.4,56.8,35.0,996.0,996.0,35.0,9.3,55.4,0.0,0.0
2016341N08092,2016-12-18 03:00:00,9.3,56.1,35.0,996.0,996.0,35.0,9.3,54.6,0.0,0.0
2016341N08092,2016-12-18 06:00:00,9.3,55.4,35.0,996.0,996.0,35.0,9.3,53.7,0.0,0.0
2016341N08092,2016-12-18 09:00:00,9.3,54.6,35.0,996.0,996.0,35.0,9.3,52.9,0.0,0.0
2016341N08092,2016-12-18 12:00:00,9.3,53.7,35.0,996.0,996.0,35.0,9.2,52.1,0.0,0.0
2016341N08092,2016-12-18 15:00:00,9.3,52.9,35.0,996.0,1000.0,30.0,9.1,51.5,0.0,0.0
2016341N08092,2016-12-18 18:00:00,9.2,52.1,35.0,996.0,1004.0,25.0,8.9,51.0,0.0,0.0
2017104N08085,2017-04-14 00:00:00,8.2,85.3,25.0,1004.0,1005.0,25.0,9.4,86.1,0.0,0.0
2017104N08085,2017-04-14 03:00:00,8.8,85.7,25.0,1005.0,1005.0,25.0,10.0,86.5,1.0,0.0
2017104N08085,2017-04-14 06:00:00,9.4,86.1,25.0,1005.0,1005.0,25.0,10.5,86.9,0.0,0.0
2017104N08085,2017-04-14 09:00:00,10.0,86.5,25.0,1005.0,1005.0,25.0,10.9,87.3,0.0,0.0
2017104N08085,2017-04-14 12:00:00,10.5,86.9,25.0,1005.0,1005.0,25.0,11.3,87.6,0.0,0.0
2017104N08085,2017-04-14 15:00:00,10.9,87.3,25.0,1005.0,1003.0,28.0,11.8,88.0,0.0,0.0
2017104N08085,2017-04-14 18:00:00,11.3,87.6,25.0,1005.0,1000.0,30.0,12.2,88.3,0.0,0.0
2017104N08085,2017-04-14 21:00:00,11.8,88.0,28.0,1003.0,998.0,33.0,12.7,88.7,-2.0,3.0
2017104N08085,2017-04-15 00:00:00,12.2,88.3,30.0,1000.0,996.0,35.0,13.3,89.2,-3.0,2.0
2017104N08085,2017-04-15 03:00:00,12.7,88.7,33.0,998.0,998.0,38.0,13.8,89.7,-2.0,3.0
2017104N08085,2017-04-15 06:00:00,13.3,89.2,35.0,996.0,999.0,40.0,14.3,90.2,-2.0,2.0
2017104N08085,2017-04-15 09:00:00,13.8,89.7,38.0,998.0,998.0,43.0,14.7,90.7,2.0,3.0
2017104N08085,2017-04-15 12:00:00,14.3,90.2,40.0,999.0,996.0,45.0,15.1,91.1,1.0,2.0
2017104N08085,2017-04-15 15:00:00,14.7,90.7,43.0,998.0,991.0,48.0,15.4,91.3,-1.0,3.0
2017104N08085,2017-04-15 18:00:00,15.1,91.1,45.0,996.0,985.0,50.0,16.0,92.0,-2.0,2.0
2017104N08085,2017-04-15 21:00:00,15.4,91.3,48.0,991.0,985.0,50.0,16.6,92.5,-5.0,3.0
2017104N08085,2017-04-16 00:00:00,16.0,92.0,50.0,985.0,985.0,50.0,17.2,92.9,-6.0,2.0
2017104N08085,2017-04-16 03:00:00,16.6,92.5,50.0,985.0,990.0,48.0,17.7,93.2,0.0,0.0
2017104N08085,2017-04-16 06:00:00,17.2,92.9,50.0,985.0,995.0,45.0,18.1,93.6,0.0,0.0
2017104N08085,2017-04-16 09:00:00,17.7,93.2,48.0,990.0,998.0,40.0,18.5,93.9,5.0,-2.0
2017104N08085,2017-04-16 12:00:00,18.1,93.6,45.0,995.0,1001.0,35.0,18.8,94.3,5.0,-3.0
2017104N08085,2017-04-16 15:00:00,18.5,93.9,40.0,998.0,1001.0,33.0,19.3,94.8,3.0,-5.0
2017104N08085,2017-04-16 18:00:00,18.8,94.3,35.0,1001.0,1000.0,30.0,19.8,95.4,3.0,-5.0
2017147N14087,2017-05-27 06:00:00,13.9,87.4,25.0,1000.0,1000.0,30.0,13.8,88.4,0.0,0.0
2017147N14087,2017-05-27 09:00:00,13.8,87.9,28.0,1000.0,998.0,33.0,13.8,88.8,0.0,3.0
2017147N14087,2017-05-27 12:00:00,13.8,88.4,30.0,1000.0,996.0,35.0,13.9,89.2,0.0,2.0
2017147N14087,2017-05-27 15:00:00,13.8,88.8,33.0,998.0,998.0,35.0,14.0,89.6,-2.0,3.0
2017147N14087,2017-05-27 18:00:00,13.9,89.2,35.0,996.0,999.0,35.0,14.2,89.7,-2.0,2.0
2017147N14087,2017-05-27 21:00:00,14.0,89.6,35.0,998.0,998.0,35.0,14.7,90.1,2.0,0.0
2017147N14087,2017-05-28 00:00:00,14.2,89.7,35.0,999.0,996.0,35.0,15.1,90.5,1.0,0.0
2017147N14087,2017-05-28 03:00:00,14.7,90.1,35.0,998.0,995.0,38.0,15.5,90.7,-1.0,0.0
2017147N14087,2017-05-28 06:00:00,15.1,90.5,35.0,996.0,993.0,40.0,15.8,90.9,-2.0,0.0
2017147N14087,2017-05-28 09:00:00,15.5,90.7,38.0,995.0,991.0,43.0,16.0,91.0,-1.0,3.0
2017147N14087,2017-05-28 12:00:00,15.8,90.9,40.0,993.0,989.0,45.0,16.3,91.1,-2.0,2.0
2017147N14087,2017-05-28 15:00:00,16.0,91.0,43.0,991.0,989.0,48.0,16.6,91.2,-2.0,3.0
2017147N14087,2017-05-28 18:00:00,16.3,91.1,45.0,989.0,988.0,50.0,17.0,91.3,-2.0,2.0
2017147N14087,2017-05-28 21:00:00,16.6,91.2,48.0,989.0,986.0,53.0,17.3,91.3,0.0,3.0
2017147N14087,2017-05-29 00:00:00,17.0,91.3,50.0,988.0,983.0,55.0,17.8,91.5,-1.0,2.0
2017147N14087,2017-05-29 03:00:00,17.3,91.3,53.0,986.0,981.0,58.0,18.2,91.6,-2.0,3.0
2017147N14087,2017-05-29 06:00:00,17.8,91.5,55.0,983.0,978.0,60.0,18.7,91.6,-3.0,2.0
2017147N14087,2017-05-29 09:00:00,18.2,91.6,58.0,981.0,974.0,65.0,19.0,91.6,-2.0,3.0
2017147N14087,2017-05-29 12:00:00,18.7,91.6,60.0,978.0,970.0,70.0,19.8,91.7,-3.0,2.0
2017147N14087,2017-05-29 15:00:00,19.0,91.6,65.0,974.0,967.0,75.0,20.3,91.7,-4.0,5.0
2017147N14087,2017-05-29 18:00:00,19.8,91.7,70.0,970.0,963.0,80.0,21.0,91.9,-4.0,5.0
2017147N14087,2017-05-29 21:00:00,20.3,91.7,75.0,967.0,972.0,68.0,21.9,92.0,-3.0,5.0
2017147N14087,2017-05-30 00:00:00,21.0,91.9,80.0,963.0,980.0,55.0,23.0,92.0,-4.0,5.0
2017147N14087,2017-05-30 03:00:00,21.9,92.0,68.0,972.0,987.0,48.0,23.9,92.2,9.0,-12.0
2017147N14087,2017-05-30 06:00:00,23.0,92.0,55.0,980.0,993.0,40.0,24.7,92.4,8.0,-13.0
2017147N14087,2017-05-30 09:00:00,23.9,92.2,48.0,987.0,997.0,35.0,25.2,92.6,7.0,-7.0
2017147N14087,2017-05-30 12:00:00,24.7,92.4,40.0,993.0,1000.0,30.0,25.7,92.9,6.0,-8.0
2017232N19130,2017-08-20 06:00:00,19.5,127.7,20.0,1007.0,1004.0,25.0,19.6,126.7,0.0,0.0
2017232N19130,2017-08-20 09:00:00,19.6,127.2,23.0,1006.0,1002.0,28.0,19.7,126.3,-1.0,3.0
2017232N19130,2017-08-20 12:00:00,19.6,126.7,25.0,1004.0,1000.0,30.0,19.8,125.9,-2.0,2.0
2017232N19130,2017-08-20 15:00:00,19.7,126.3,28.0,1002.0,1000.0,30.0,19.9,125.6,-2.0,3.0
2017232N19130,2017-08-20 18:00:00,19.8,125.9,30.0,1000.0,1000.0,30.0,20.1,125.1,-2.0,2.0
2017232N19130,2017-08-20 21:00:00,19.9,125.6,30.0,1000.0,998.0,33.0,20.2,124.6,0.0,0.0
2017232N19130,2017-08-21 00:00:00,20.1,125.1,30.0,1000.0,996.0,35.0,20.3,124.1,0.0,0.0
2017232N19130,2017-08-21 03:00:00,20.2,124.6,33.0,998.0,993.0,40.0,20.4,123.6,-2.0,3.0
2017232N19130,2017-08-21 06:00:00,20.3,124.1,35.0,996.0,989.0,45.0,20.3,122.9,-2.0,2.0
2017232N19130,2017-08-21 09:00:00,20.4,123.6,40.0,993.0,989.0,45.0,20.2,122.1,-3.0,5.0
2017232N19130,2017-08-21 12:00:00,20.3,122.9,45.0,989.0,989.0,45.0,20.1,121.3,-4.0,5.0
2017232N19130,2017-08-21 15:00:00,20.2,122.1,45.0,989.0,987.0,48.0,20.2,120.6,0.0,0.0
2017232N19130,2017-08-21 18:00:00,20.1,121.3,45.0,989.0,985.0,50.0,20.3,120.0,0.0,0.0
2017232N19130,2017-08-21 21:00:00,20.2,120.6,48.0,987.0,983.0,55.0,20.4,119.4,-2.0,3.0
2017232N19130,2017-08-22 00:00:00,20.3,120.0,50.0,985.0,981.0,60.0,20.4,118.7,-2.0,2.0
2017232N19130,2017-08-22 03:00:00,20.4,119.4,55.0,983.0,974.0,68.0,20.5,118.0,-2.0,5.0
2017232N19130,2017-08-22 06:00:00,20.4,118.7,60.0,981.0,967.0,75.0,20.6,117.3,-2.0,5.0
2017232N19130,2017-08-22 09:00:00,20.5,118.0,68.0,974.0,965.0,78.0,20.8,116.7,-7.0,8.0
2017232N19130,2017-08-22 12:00:00,20.6,117.3,75.0,967.0,963.0,80.0,21.0,116.0,-7.0,7.0
2017232N19130,2017-08-22 15:00:00,20.8,116.7,78.0,965.0,960.0,85.0,21.2,115.2,-2.0,3.0
2017232N19130,2017-08-22 18:00:00,21.0,116.0,80.0,963.0,956.0,90.0,21.5,114.5,-2.0,2.0
2017232N19130,2017-08-22 21:00:00,21.2,115.2,85.0,960.0,948.0,100.0,21.9,113.7,-3.0,5.0
2017232N19130,2017-08-23 00:00:00,21.5,114.5,90.0,956.0,964.0,85.0,22.2,112.9,-4.0,5.0
2017232N19130,2017-08-23 03:00:00,21.9,113.7,100.0,948.0,971.0,73.0,22.5,111.9,-8.0,10.0
2017232N19130,2017-08-23 06:00:00,22.2,112.9,85.0,964.0,978.0,60.0,22.7,110.9,16.0,-15.0
2017232N19130,2017-08-23 09:00:00,22.5,111.9,73.0,971.0,984.0,53.0,22.9,110.0,7.0,-12.0
2017232N19130,2017-08-23 12:00:00,22.7,110.9,60.0,978.0,989.0,45.0,23.1,109.1,7.0,-13.0
2017232N19130,2017-08-23 15:00:00,22.9,110.0,53.0,984.0,993.0,40.0,23.3,108.3,6.0,-7.0
2017232N19130,2017-08-23 18:00:00,23.1,109.1,45.0,989.0,996.0,35.0,23.4,107.6,5.0,-8.0
2017232N19130,2017-08-23 21:00:00,23.3,108.3,40.0,993.0,998.0,33.0,23.6,106.9,4.0,-5.0
2017232N19130,2017-08-24 00:00:00,23.4,107.6,35.0,996.0,1000.0,30.0,23.7,106.2,3.0,-5.0
2017232N19130,2017-08-24 03:00:00,23.6,106.9,33.0,998.0,1004.0,25.0,23.7,105.5,2.0,-2.0
2017232N19130,2017-08-24 06:00:00,23.7,106.2,30.0,1000.0,1007.0,20.0,23.8,104.7,2.0,-3.0
2017307N07102,2017-11-03 00:00:00,7.2,102.4,15.0,1010.0,1010.0,15.0,7.3,101.8,0.0,0.0
2017307N07102,2017-11-03 03:00:00,7.3,102.0,15.0,1010.0,1010.0,15.0,7.2,101.7,0.0,0.0
2017307N07102,2017-11-03 06:00:00,7.3,101.8,15.0,1010.0,1010.0,15.0,7.0,101.7,0.0,0.0
2017307N07102,2017-11-03 09:00:00,7.2,101.7,15.0,1010.0,1010.0,15.0,6.8,101.5,0.0,0.0
2017307N07102,2017-11-03 12:00:00,7.0,101.7,15.0,1010.0,1010.0,15.0,6.6,101.3,0.0,0.0
2017307N07102,2017-11-03 15:00:00,6.8,101.5,15.0,1010.0,1010.0,15.0,6.5,101.0,0.0,0.0
2017307N07102,2017-11-03 18:00:00,6.6,101.3,15.0,1010.0,1010.0,15.0,6.4,100.7,0.0,0.0
2017307N07102,2017-11-03 21:00:00,6.5,101.0,15.0,1010.0,1009.0,18.0,6.2,100.5,0.0,0.0
2017307N07102,2017-11-04 00:00:00,6.4,100.7,15.0,1010.0,1007.0,20.0,6.0,100.4,0.0,0.0
2017307N07102,2017-11-04 03:00:00,6.2,100.5,18.0,1009.0,1006.0,23.0,5.8,100.3,-1.0,3.0
2017307N07102,2017-11-04 06:00:00,6.0,100.4,20.0,1007.0,1004.0,25.0,5.6,100.3,-2.0,2.0
2017307N07102,2017-11-04 09:00:00,5.8,100.3,23.0,1006.0,1004.0,25.0,5.4,100.3,-1.0,3.0
2017307N07102,2017-11-04 12:00:00,5.6,100.3,25.0,1004.0,1004.0,25.0,5.2,100.4,-2.0,2.0
2017307N07102,2017-11-04 15:00:00,5.4,100.3,25.0,1004.0,1006.0,23.0,5.1,100.6,0.0,0.0
2017307N07102,2017-11-04 18:00:00,5.2,100.4,25.0,1004.0,1007.0,20.0,5.1,100.9,0.0,0.0
2017307N07102,2017-11-04 21:00:00,5.1,100.6,23.0,1006.0,1009.0,18.0,5.1,101.3,2.0,-2.0
2017307N07102,2017-11-05 00:00:00,5.1,100.9,20.0,1007.0,1010.0,15.0,5.2,101.6,1.0,-3.0
2017307N07102,2017-11-05 03:00:00,5.1,101.3,18.0,1009.0,1009.0,18.0,5.5,101.8,2.0,-2.0
2017307N07102,2017-11-05 06:00:00,5.2,101.6,15.0,1010.0,1007.0,20.0,5.8,102.0,1.0,-3.0
2017307N07102,2017-11-05 09:00:00,5.5,101.8,18.0,1009.0,1007.0,20.0,6.1,102.3,-1.0,3.0
2017307N07102,2017-11-05 12:00:00,5.8,102.0,20.0,1007.0,1006.0,20.0,6.5,102.6,-2.0,2.0
2017307N07102,2017-11-05 15:00:00,6.1,102.3,20.0,1007.0,1006.0,20.0,7.0,102.6,0.0,0.0
2017307N07102,2017-11-05 18:00:00,6.5,102.6,20.0,1006.0,1006.0,20.0,7.5,102.6,-1.0,0.0
2017307N07102,2017-11-05 21:00:00,7.0,102.6,20.0,1006.0,1006.0,23.0,7.9,102.6,0.0,0.0
2017307N07102,2017-11-06 00:00:00,7.5,102.6,20.0,1006.0,1005.0,25.0,8.3,102.6,0.0,0.0
2017307N07102,2017-11-06 03:00:00,7.9,102.6,23.0,1006.0,1005.0,25.0,8.6,102.6,0.0,3.0
2017307N07102,2017-11-06 06:00:00,8.3,102.6,25.0,1005.0,1005.0,25.0,8.8,102.5,-1.0,2.0
2017307N07102,2017-11-06 09:00:00,8.6,102.6,25.0,1005.0,1005.0,25.0,9.0,102.3,0.0,0.0
2017307N07102,2017-11-06 12:00:00,8.8,102.5,25.0,1005.0,1004.0,25.0,9.3,102.0,0.0,0.0
2017307N07102,2017-11-06 15:00:00,9.0,102.3,25.0,1005.0,1004.0,25.0,9.6,101.7,0.0,0.0
2017307N07102,2017-11-06 18:00:00,9.3,102.0,25.0,1004.0,1004.0,25.0,9.9,101.4,-1.0,0.0
2017307N07102,2017-11-06 21:00:00,9.6,101.7,25.0,1004.0,1004.0,25.0,10.2,101.0,0.0,0.0
2017307N07102,2017-11-07 00:00:00,9.9,101.4,25.0,1004.0,1004.0,25.0,10.5,100.7,0.0,0.0
2017307N07102,2017-11-07 03:00:00,10.2,101.0,25.0,1004.0,1005.0,25.0,10.7,100.6,0.0,0.0
2017307N07102,2017-11-07 06:00:00,10.5,100.7,25.0,1004.0,1005.0,25.0,10.9,100.5,0.0,0.0
2017307N07102,2017-11-07 09:00:00,10.7,100.6,25.0,1005.0,1005.0,25.0,11.0,100.3,1.0,0.0
2017307N07102,2017-11-07 12:00:00,10.9,100.5,25.0,1005.0,1005.0,25.0,11.1,100.0,0.0,0.0
2017307N07102,2017-11-07 15:00:00,11.0,100.3,25.0,1005.0,1006.0,23.0,11.2,99.8,0.0,0.0
2017307N07102,2017-11-07 18:00:00,11.1,100.0,25.0,1005.0,1007.0,20.0,11.3,99.6,0.0,0.0
2017333N06082,2017-11-28 18:00:00,6.0,82.2,30.0,1000.0,1000.0,30.0,5.9,81.7,0.0,0.0
2017333N06082,2017-11-28 21:00:00,5.9,82.0,30.0,1000.0,1000.0,30.0,6.0,81.4,0.0,0.0
2017333N06082,2017-11-29 00:00:00,5.9,81.7,30.0,1000.0,1000.0,30.0,6.1,80.7,0.0,0.0
2017333N06082,2017-11-29 03:00:00,6.0,81.4,30.0,1000.0,998.0,33.0,6.2,80.1,0.0,0.0
2017333N06082,2017-11-29 06:00:00,6.1,80.7,30.0,1000.0,996.0,35.0,6.2,79.9,0.0,0.0
2017333N06082,2017-11-29 09:00:00,6.2,80.1,33.0,998.0,995.0,38.0,6.3,79.5,-2.0,3.0
2017333N06082,2017-11-29 12:00:00,6.2,79.9,35.0,996.0,993.0,40.0,6.5,79.0,-2.0,2.0
2017333N06082,2017-11-29 15:00:00,6.3,79.5,38.0,995.0,991.0,43.0,6.7,78.5,-1.0,3.0
2017333N06082,2017-11-29 18:00:00,6.5,79.0,40.0,993.0,989.0,45.0,7.0,78.1,-2.0,2.0
2017333N06082,2017-11-29 21:00:00,6.7,78.5,43.0,991.0,987.0,48.0,7.5,77.4,-2.0,3.0
2017333N06082,2017-11-30 00:00:00,7.0,78.1,45.0,989.0,985.0,50.0,7.8,76.8,-2.0,2.0
2017333N06082,2017-11-30 03:00:00,7.5,77.4,48.0,987.0,990.0,53.0,7.9,76.3,-2.0,3.0
2017333N06082,2017-11-30 06:00:00,7.8,76.8,50.0,985.0,995.0,55.0,8.2,75.8,-2.0,2.0
2017333N06082,2017-11-30 09:00:00,7.9,76.3,53.0,990.0,993.0,58.0,8.3,75.4,5.0,3.0
2017333N06082,2017-11-30 12:00:00,8.2,75.8,55.0,995.0,990.0,60.0,8.5,74.9,5.0,2.0
2017333N06082,2017-11-30 15:00:00,8.3,75.4,58.0,993.0,982.0,63.0,8.6,74.5,-2.0,3.0
2017333N06082,2017-11-30 18:00:00,8.5,74.9,60.0,990.0,974.0,65.0,8.8,74.1,-3.0,2.0
2017333N06082,2017-11-30 21:00:00,8.6,74.5,63.0,982.0,972.0,68.0,8.8,73.8,-8.0,3.0
2017333N06082,2017-12-01 00:00:00,8.8,74.1,65.0,974.0,970.0,70.0,8.9,73.4,-8.0,2.0
2017333N06082,2017-12-01 03:00:00,8.8,73.8,68.0,972.0,969.0,73.0,8.9,73.0,-2.0,3.0
2017333N06082,2017-12-01 06:00:00,8.9,73.4,70.0,970.0,967.0,75.0,9.0,72.8,-2.0,2.0
2017333N06082,2017-12-01 09:00:00,8.9,73.0,73.0,969.0,971.0,78.0,9.1,72.5,-1.0,3.0
2017333N06082,2017-12-01 12:00:00,9.0,72.8,75.0,967.0,975.0,80.0,9.2,72.1,-2.0,2.0
2017333N06082,2017-12-01 15:00:00,9.1,72.5,78.0,971.0,973.0,83.0,9.3,71.8,4.0,3.0
2017333N06082,2017-12-01 18:00:00,9.2,72.1,80.0,975.0,970.0,85.0,9.5,71.5,4.0,2.0
2017333N06082,2017-12-01 21:00:00,9.3,71.8,83.0,973.0,963.0,88.0,9.6,71.2,-2.0,3.0
2017333N06082,2017-12-02 00:00:00,9.5,71.5,85.0,970.0,956.0,90.0,9.8,71.0,-3.0,2.0
2017333N06082,2017-12-02 03:00:00,9.6,71.2,88.0,963.0,952.0,95.0,10.2,70.6,-7.0,3.0
2017333N06082,2017-12-02 06:00:00,9.8,71.0,90.0,956.0,948.0,100.0,10.5,70.3,-7.0,2.0
2017333N06082,2017-12-02 09:00:00,10.2,70.6,95.0,952.0,950.0,98.0,10.7,70.0,-4.0,5.0
2017333N06082,2017-12-02 12:00:00,10.5,70.3,100.0,948.0,952.0,95.0,11.0,69.7,-4.0,5.0
2017333N06082,2017-12-02 15:00:00,10.7,70.0,98.0,950.0,954.0,93.0,11.2,69.5,2.0,-2.0
2017333N06082,2017-12-02 18:00:00,11.0,69.7,95.0,952.0,956.0,90.0,11.5,69.3,2.0,-3.0
2017333N06082,2017-12-02 21:00:00,11.2,69.5,93.0,954.0,966.0,85.0,11.9,69.0,2.0,-2.0
2017333N06082,2017-12-03 00:00:00,11.5,69.3,90.0,956.0,975.0,80.0,12.2,68.9,2.0,-3.0
2017333N06082,2017-12-03 03:00:00,11.9,69.0,85.0,966.0,976.0,78.0,12.4,68.8,10.0,-5.0
2017333N06082,2017-12-03 06:00:00,12.2,68.9,80.0,975.0,977.0,75.0,12.9,68.7,9.0,-5.0
2017333N06082,2017-12-03 09:00:00,12.4,68.8,78.0,976.0,978.0,75.0,13.1,68.6,1.0,-2.0
2017333N06082,2017-12-03 12:00:00,12.9,68.7,75.0,977.0,979.0,75.0,13.5,68.5,1.0,-3.0
2017333N06082,2017-12-03 15:00:00,13.1,68.6,75.0,978.0,973.0,75.0,13.9,68.5,1.0,0.0
2017333N06082,2017-12-03 18:00:00,13.5,68.5,75.0,979.0,967.0,75.0,14.3,68.5,1.0,0.0
2017333N06082,2017-12-03 21:00:00,13.9,68.5,75.0,973.0,975.0,73.0,14.5,68.5,-6.0,0.0
2017333N06082,2017-12-04 00:00:00,14.3,68.5,75.0,967.0,983.0,70.0,14.8,68.7,-6.0,0.0
2017333N06082,2017-12-04 03:00:00,14.5,68.5,73.0,975.0,984.0,68.0,15.1,69.0,8.0,-2.0
2017333N06082,2017-12-04 06:00:00,14.8,68.7,70.0,983.0,984.0,65.0,15.6,69.2,8.0,-3.0
2017333N06082,2017-12-04 09:00:00,15.1,69.0,68.0,984.0,981.0,63.0,16.1,69.5,1.0,-2.0
2017333N06082,2017-12-04 12:00:00,15.6,69.2,65.0,984.0,978.0,60.0,16.6,69.9,0.0,-3.0
2017333N06082,2017-12-04 15:00:00,16.1,69.5,63.0,981.0,982.0,55.0,17.0,70.3,-3.0,-2.0
2017333N06082,2017-12-04 18:00:00,16.6,69.9,60.0,978.0,985.0,50.0,17.5,70.7,-3.0,-3.0
2017333N06082,2017-12-04 21:00:00,17.0,70.3,55.0,982.0,991.0,43.0,17.9,71.0,4.0,-5.0
2017333N06082,2017-12-05 00:00:00,17.5,70.7,50.0,985.0,996.0,35.0,18.2,71.2,3.0,-5.0
2017333N06082,2017-12-05 03:00:00,17.9,71.0,43.0,991.0,998.0,33.0,18.3,71.4,6.0,-7.0
2017333N06082,2017-12-05 06:00:00,18.2,71.2,35.0,996.0,1000.0,30.0,18.5,71.5,5.0,-8.0
